,,,,,,"Age-specific fertility rates (births per 1,000 women)",,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,15-19,20-24,25-29,30-34,35-39,40-44,45-49
3430,Medium variant,Guatemala,,320,2075-2080,21.3760,66.3870,101.9230,101.5690,54.8210,15.9580,2.0460
3431,Medium variant,Guatemala,,320,2080-2085,19.4180,63.5590,102.5000,103.9200,54.9680,15.2080,1.8070
3432,Medium variant,Guatemala,,320,2085-2090,17.6740,61.0330,103.2850,106.4200,55.2390,14.5480,1.6010
3433,Medium variant,Guatemala,,320,2090-2095,16.1000,58.6690,104.0940,108.9100,55.5240,13.9190,1.4240
3434,Medium variant,Guatemala,,320,2095-2100,14.7000,56.4840,104.8850,111.3260,55.8040,13.3540,1.2670
3435,Medium variant,Honduras,,340,2015-2020,70.7890,132.4180,109.4680,84.8040,55.3740,25.6590,4.4480
3436,Medium variant,Honduras,,340,2020-2025,64.2660,122.5460,103.0460,80.2290,51.6020,23.0720,4.0390
3437,Medium variant,Honduras,,340,2025-2030,58.0430,114.0680,99.0800,78.1870,49.2310,21.0070,3.6440
3438,Medium variant,Honduras,,340,2030-2035,52.0130,106.1480,96.5010,77.7820,47.6960,19.2390,3.2610
3439,Medium variant,Honduras,,340,2035-2040,46.3990,98.8410,94.9440,78.5930,46.7920,17.7190,2.9120
3440,Medium variant,Honduras,,340,2040-2045,41.3990,92.4190,94.2910,80.2900,46.4170,16.4660,2.5980
3441,Medium variant,Honduras,,340,2045-2050,36.8680,86.5420,94.0920,82.4690,46.3390,15.3910,2.3190
3442,Medium variant,Honduras,,340,2050-2055,32.8780,81.4120,94.4400,85.1180,46.5880,14.5130,2.0710
3443,Medium variant,Honduras,,340,2055-2060,29.3410,76.8380,95.1820,88.1000,47.0610,13.7690,1.8490
3444,Medium variant,Honduras,,340,2060-2065,26.3020,73.0020,96.5510,91.6550,47.8920,13.1980,1.6600
3445,Medium variant,Honduras,,340,2065-2070,23.5120,69.2940,97.7850,95.0430,48.6770,12.6810,1.4880
3446,Medium variant,Honduras,,340,2070-2075,21.0730,66.0570,99.2660,98.6220,49.6230,12.2580,1.3410
3447,Medium variant,Honduras,,340,2075-2080,18.8910,63.0180,100.7140,102.1180,50.5650,11.8920,1.2020
3448,Medium variant,Honduras,,340,2080-2085,16.9710,60.2600,102.2020,105.6200,51.5420,11.5750,1.0900
3449,Medium variant,Honduras,,340,2085-2090,15.2810,57.6520,103.5640,108.9650,52.4820,11.2920,0.9840
3450,Medium variant,Honduras,,340,2090-2095,13.8040,55.2660,104.8340,112.1720,53.3900,11.0410,0.8930
3451,Medium variant,Honduras,,340,2095-2100,12.5190,53.0120,105.8620,115.0450,54.1810,10.8040,0.8170
3452,Medium variant,Mexico,,484,2015-2020,60.2640,118.5140,120.4550,77.9060,40.2750,8.2850,1.5810
3453,Medium variant,Mexico,,484,2020-2025,53.8150,110.3240,114.8160,74.9910,37.8050,7.6100,1.3790
3454,Medium variant,Mexico,,484,2025-2030,47.3350,102.0820,110.4020,74.0780,36.4290,7.1760,1.1780
3455,Medium variant,Mexico,,484,2030-2035,41.6010,94.7710,107.5350,75.0030,36.0520,6.9440,1.0340
3456,Medium variant,Mexico,,484,2035-2040,36.7200,88.5530,105.8340,77.0070,36.3250,6.8650,0.9160
3457,Medium variant,Mexico,,484,2040-2045,32.6530,83.5040,105.2950,79.9170,37.1200,6.8860,0.8450
3458,Medium variant,Mexico,,484,2045-2050,29.1510,79.1790,105.4340,83.3520,38.2580,6.9970,0.7690
3459,Medium variant,Mexico,,484,2050-2055,26.1550,75.5550,106.2260,87.2970,39.7050,7.1790,0.7230
3460,Medium variant,Mexico,,484,2055-2060,23.4160,72.0410,106.9700,91.2460,41.2150,7.3800,0.6720
3461,Medium variant,Mexico,,484,2060-2065,21.0110,68.9120,108.0280,95.4780,42.9110,7.6190,0.6410
3462,Medium variant,Mexico,,484,2065-2070,18.8190,65.8070,108.8560,99.5170,44.5830,7.8650,0.6130
3463,Medium variant,Mexico,,484,2070-2075,16.8710,62.8830,109.6590,103.5070,46.2780,8.1310,0.5910
3464,Medium variant,Mexico,,484,2075-2080,15.1540,60.1050,110.3410,107.3590,47.9670,8.3840,0.5700
3465,Medium variant,Mexico,,484,2080-2085,13.6370,57.4280,110.7880,110.9330,49.5740,8.6480,0.5520
3466,Medium variant,Mexico,,484,2085-2090,12.3380,54.9480,111.1470,114.3460,51.1710,8.9090,0.5410
3467,Medium variant,Mexico,,484,2090-2095,11.2190,52.6020,111.2350,117.4130,52.6550,9.1510,0.5250
3468,Medium variant,Mexico,,484,2095-2100,10.2710,50.4280,111.1340,120.1840,54.0550,9.3920,0.5160
3469,Medium variant,Nicaragua,,558,2015-2020,85.3960,113.6970,102.3220,71.7720,39.8760,14.8650,4.1920
3470,Medium variant,Nicaragua,,558,2020-2025,76.8780,105.5100,98.0540,69.7300,38.1330,13.8490,3.7260
3471,Medium variant,Nicaragua,,558,2025-2030,68.3330,98.1470,95.7620,69.9770,37.5220,13.0810,3.2780
3472,Medium variant,Nicaragua,,558,2030-2035,60.0500,91.0530,94.3420,71.5660,37.5310,12.4080,2.8700
3473,Medium variant,Nicaragua,,558,2035-2040,52.8330,85.0650,94.0520,74.2630,38.1340,11.9110,2.5220
3474,Medium variant,Nicaragua,,558,2040-2045,46.5040,79.9000,94.4090,77.5360,39.0700,11.5250,2.2160
3475,Medium variant,Nicaragua,,558,2045-2050,41.0070,75.5110,95.3400,81.2580,40.2710,11.2510,1.9620
3476,Medium variant,Nicaragua,,558,2050-2055,36.2370,71.8230,96.8220,85.4750,41.7490,11.0650,1.7490
3477,Medium variant,Nicaragua,,558,2055-2060,31.9650,68.4700,98.3660,89.6580,43.2540,10.9110,1.5560
3478,Medium variant,Nicaragua,,558,2060-2065,28.2150,65.5490,100.1700,94.0510,44.8890,10.8150,1.3910
3479,Medium variant,Nicaragua,,558,2065-2070,24.8460,62.7840,101.8310,98.2690,46.4790,10.7250,1.2460
3480,Medium variant,Nicaragua,,558,2070-2075,21.8370,60.1400,103.3040,102.2410,47.9790,10.6370,1.1220
3481,Medium variant,Nicaragua,,558,2075-2080,19.2350,57.7670,104.8180,106.2220,49.5130,10.5790,1.0060
3482,Medium variant,Nicaragua,,558,2080-2085,16.9590,55.4740,106.0800,109.8960,50.9280,10.5020,0.9010
3483,Medium variant,Nicaragua,,558,2085-2090,15.0160,53.3420,107.1710,113.3380,52.2640,10.4350,0.8140
3484,Medium variant,Nicaragua,,558,2090-2095,13.3730,51.3320,108.0210,116.4580,53.4900,10.3560,0.7500
3485,Medium variant,Nicaragua,,558,2095-2100,12.0020,49.4950,108.7210,119.3560,54.6370,10.2760,0.6930
3486,Medium variant,Panama,,591,2015-2020,81.8280,137.7220,125.0620,90.7150,44.4440,12.4090,1.5800
3487,Medium variant,Panama,,591,2020-2025,76.2380,130.4310,120.1220,87.8240,42.9370,11.9060,1.5020
3488,Medium variant,Panama,,591,2025-2030,70.3690,123.4790,116.4250,86.3100,42.0590,11.5160,1.4220
3489,Medium variant,Panama,,591,2030-2035,64.2600,116.4860,113.4080,85.7490,41.6040,11.1760,1.3370
3490,Medium variant,Panama,,591,2035-2040,58.3050,109.7040,111.0730,86.0530,41.5350,10.8980,1.2520
3491,Medium variant,Panama,,591,2040-2045,52.7870,103.5150,109.5270,87.1850,41.8450,10.6970,1.1840
3492,Medium variant,Panama,,591,2045-2050,47.6130,97.6420,108.3290,88.6800,42.3300,10.5370,1.1090
3493,Medium variant,Panama,,591,2050-2055,42.8460,92.1830,107.4800,90.5320,42.9850,10.4080,1.0460
3494,Medium variant,Panama,,591,2055-2060,38.5440,87.2300,107.0760,92.7380,43.8060,10.3160,0.9900
3495,Medium variant,Panama,,591,2060-2065,34.7000,82.7840,107.1100,95.3610,44.8280,10.2680,0.9290
3496,Medium variant,Panama,,591,2065-2070,31.1850,78.6070,107.2250,97.9930,45.8710,10.2340,0.8850
3497,Medium variant,Panama,,591,2070-2075,28.0410,74.7970,107.5950,100.8430,47.0150,10.2270,0.8420
3498,Medium variant,Panama,,591,2075-2080,25.2330,71.3110,108.1030,103.7490,48.1880,10.2310,0.8050
3499,Medium variant,Panama,,591,2080-2085,22.7140,68.0640,108.6160,106.5930,49.3590,10.2280,0.7660
3500,Medium variant,Panama,,591,2085-2090,20.4650,65.0450,109.1350,109.3770,50.4980,10.2490,0.7310
3501,Medium variant,Panama,,591,2090-2095,18.4630,62.2340,109.6030,112.0290,51.5970,10.2570,0.6970
3502,Medium variant,Panama,,591,2095-2100,16.6790,59.5900,109.9950,114.5530,52.6420,10.2510,0.6700
3503,Medium variant,South America,26,931,2015-2020,60.8835,106.5353,97.0437,68.8850,38.9824,13.6929,2.3965
3504,Medium variant,South America,26,931,2020-2025,54.1560,98.8147,95.4347,71.5822,39.5445,12.9780,2.2283
3505,Medium variant,South America,26,931,2025-2030,48.8141,93.0075,94.7090,73.9031,40.3712,12.4855,2.0876
3506,Medium variant,South America,26,931,2030-2035,44.0682,87.9331,94.8318,76.7841,41.2365,12.1833,1.9725
3507,Medium variant,South America,26,931,2035-2040,39.7976,83.3479,95.3422,80.1591,42.3264,11.8740,1.8718
3508,Medium variant,South America,26,931,2040-2045,35.9202,79.2542,96.1336,83.6754,43.7085,11.6487,1.7631
3509,Medium variant,South America,26,931,2045-2050,32.3922,75.5493,97.2477,87.3283,45.0789,11.5478,1.6602
3510,Medium variant,South America,26,931,2050-2055,29.1356,72.0811,98.4291,90.9882,46.3577,11.4310,1.5722
3511,Medium variant,South America,26,931,2055-2060,26.1567,68.8546,99.6869,94.6830,47.6615,11.3038,1.4744
3512,Medium variant,South America,26,931,2060-2065,23.4452,65.8631,101.0137,98.3891,48.9811,11.2049,1.3642
3513,Medium variant,South America,26,931,2065-2070,20.9734,63.0089,102.2596,101.9553,50.2295,11.1114,1.2637
3514,Medium variant,South America,26,931,2070-2075,18.7609,60.3426,103.5136,105.5000,51.4729,11.0312,1.1693
3515,Medium variant,South America,26,931,2075-2080,16.7865,57.8199,104.6516,108.8838,52.6363,10.9523,1.0814
3516,Medium variant,South America,26,931,2080-2085,15.0533,55.4385,105.6383,112.0508,53.7026,10.8687,0.9983
3517,Medium variant,South America,26,931,2085-2090,13.5428,53.2049,106.4730,115.0121,54.6912,10.7860,0.9232
3518,Medium variant,South America,26,931,2090-2095,12.2639,51.1683,107.2370,117.8374,55.6387,10.7017,0.8538
3519,Medium variant,South America,26,931,2095-2100,11.1824,49.3101,107.8482,120.4127,56.5006,10.6183,0.7968
3520,Medium variant,Argentina,,32,2015-2020,62.7900,102.8400,102.9070,100.1490,63.9430,18.7670,2.2640
3521,Medium variant,Argentina,,32,2020-2025,60.3020,97.1290,97.1720,98.5510,64.7860,18.7030,2.4770
3522,Medium variant,Argentina,,32,2025-2030,56.9010,91.5340,92.8760,97.8310,65.4980,18.5000,2.6400
3523,Medium variant,Argentina,,32,2030-2035,52.9760,86.0860,89.7710,97.8490,66.0130,18.1830,2.7420
3524,Medium variant,Argentina,,32,2035-2040,48.9020,81.0200,87.6100,98.3190,66.3470,17.7910,2.7910
3525,Medium variant,Argentina,,32,2040-2045,44.9050,76.4430,86.2910,99.2410,66.5710,17.3660,2.8030
3526,Medium variant,Argentina,,32,2045-2050,41.1270,72.4430,85.7760,100.6200,66.7800,16.9470,2.7670
3527,Medium variant,Argentina,,32,2050-2055,37.5330,68.8240,85.7710,102.1850,66.8500,16.5050,2.7120
3528,Medium variant,Argentina,,32,2055-2060,34.1930,65.6470,86.2530,103.9610,66.8680,16.0610,2.6370
3529,Medium variant,Argentina,,32,2060-2065,31.1580,62.9520,87.1940,105.9820,66.9030,15.6590,2.5320
3530,Medium variant,Argentina,,32,2065-2070,28.3290,60.5070,88.3550,107.9940,66.7970,15.2440,2.4140
3531,Medium variant,Argentina,,32,2070-2075,25.7620,58.4240,89.8730,110.1720,66.7020,14.8520,2.2750
3532,Medium variant,Argentina,,32,2075-2080,23.3930,56.5180,91.4620,112.2440,66.4620,14.4430,2.1380
3533,Medium variant,Argentina,,32,2080-2085,21.2250,54.7640,93.1070,114.1930,66.0690,14.0340,1.9880
3534,Medium variant,Argentina,,32,2085-2090,19.2740,53.2350,94.9420,116.1970,65.6690,13.6480,1.8350
3535,Medium variant,Argentina,,32,2090-2095,17.5140,51.8090,96.7910,118.0430,65.1450,13.2480,1.6900
3536,Medium variant,Argentina,,32,2095-2100,15.9390,50.5310,98.6850,119.8290,64.5590,12.8630,1.5540
3537,Medium variant,Bolivia (Plurinational State of),,68,2015-2020,68.1450,137.4200,140.6020,106.1420,73.3050,32.5320,6.9340
3538,Medium variant,Bolivia (Plurinational State of),,68,2020-2025,63.7320,129.0640,134.2660,99.5600,67.3530,29.2700,6.0550
3539,Medium variant,Bolivia (Plurinational State of),,68,2025-2030,59.4640,121.8180,129.5660,95.0160,62.8390,26.6010,5.2760
3540,Medium variant,Bolivia (Plurinational State of),,68,2030-2035,55.2330,115.2020,125.9110,91.9420,59.3400,24.3190,4.6130
3541,Medium variant,Bolivia (Plurinational State of),,68,2035-2040,51.0390,109.0210,123.0010,90.0640,56.6180,22.3450,4.0320
3542,Medium variant,Bolivia (Plurinational State of),,68,2040-2045,46.9180,103.0410,120.4910,89.0490,54.4270,20.6050,3.5090
3543,Medium variant,Bolivia (Plurinational State of),,68,2045-2050,42.9630,97.4070,118.4070,88.7720,52.7460,19.0780,3.0670
3544,Medium variant,Bolivia (Plurinational State of),,68,2050-2055,39.2150,92.1220,116.6370,89.0190,51.4480,17.7410,2.6780
3545,Medium variant,Bolivia (Plurinational State of),,68,2055-2060,35.7410,87.2700,115.2400,89.8220,50.5430,16.5980,2.3460
3546,Medium variant,Bolivia (Plurinational State of),,68,2060-2065,32.5400,82.7990,114.1350,91.0150,49.9480,15.6100,2.0730
3547,Medium variant,Bolivia (Plurinational State of),,68,2065-2070,29.6110,78.7300,113.4000,92.6860,49.6820,14.7710,1.8200
3548,Medium variant,Bolivia (Plurinational State of),,68,2070-2075,26.9140,74.9520,112.8570,94.6470,49.6140,14.0340,1.6220
3549,Medium variant,Bolivia (Plurinational State of),,68,2075-2080,24.4750,71.5420,112.5980,96.9650,49.8170,13.4230,1.4400
3550,Medium variant,Bolivia (Plurinational State of),,68,2080-2085,22.2520,68.3800,112.4510,99.4600,50.1570,12.8890,1.2910
3551,Medium variant,Bolivia (Plurinational State of),,68,2085-2090,20.2330,65.4350,112.3440,102.0190,50.6100,12.4210,1.1580
3552,Medium variant,Bolivia (Plurinational State of),,68,2090-2095,18.4110,62.7300,112.3350,104.6910,51.1770,12.0250,1.0510
3553,Medium variant,Bolivia (Plurinational State of),,68,2095-2100,16.7420,60.1600,112.2730,107.3640,51.7810,11.6710,0.9490
3554,Medium variant,Brazil,,76,2015-2020,61.5970,99.6430,86.5440,54.4100,27.8450,9.2980,1.6230
3555,Medium variant,Brazil,,76,2020-2025,52.9840,90.3600,86.5460,60.1070,29.7060,8.8580,1.3590
3556,Medium variant,Brazil,,76,2025-2030,46.9270,84.3860,87.1980,64.4290,31.1680,8.6230,1.1890
3557,Medium variant,Brazil,,76,2030-2035,41.9080,79.7240,88.6450,69.1300,32.9100,8.5340,1.0690
3558,Medium variant,Brazil,,76,2035-2040,37.5510,75.8890,90.5120,73.9360,34.7710,8.5380,0.9630
3559,Medium variant,Brazil,,76,2040-2045,33.6030,72.5370,92.5940,78.7910,36.6970,8.5910,0.8870
3560,Medium variant,Brazil,,76,2045-2050,30.0400,69.6290,95.0110,83.8870,38.7780,8.7080,0.8270
3561,Medium variant,Brazil,,76,2050-2055,26.6840,66.7860,97.2680,88.7980,40.8020,8.8330,0.7690
3562,Medium variant,Brazil,,76,2055-2060,23.5750,64.0690,99.4510,93.6330,42.8310,8.9740,0.7270
3563,Medium variant,Brazil,,76,2060-2065,20.7150,61.4500,101.5460,98.3570,44.8300,9.1250,0.6770
3564,Medium variant,Brazil,,76,2065-2070,18.0930,58.8460,103.3560,102.7880,46.7110,9.2640,0.6420
3565,Medium variant,Brazil,,76,2070-2075,15.7560,56.3140,105.0170,107.1160,48.5830,9.4040,0.6100
3566,Medium variant,Brazil,,76,2075-2080,13.7050,53.8510,106.4220,111.1780,50.3600,9.5400,0.5840
3567,Medium variant,Brazil,,76,2080-2085,11.9500,51.4510,107.4590,114.8130,51.9770,9.6500,0.5600
3568,Medium variant,Brazil,,76,2085-2090,10.4890,49.1630,108.1940,118.1120,53.4760,9.7470,0.5390
3569,Medium variant,Brazil,,76,2090-2095,9.3380,47.1140,108.8090,121.2420,54.9460,9.8340,0.5170
3570,Medium variant,Brazil,,76,2095-2100,8.4350,45.2560,109.1440,123.9670,56.2830,9.9060,0.5090
3571,Medium variant,Chile,,152,2015-2020,45.6360,83.2180,93.7380,75.9740,41.7080,11.8210,0.8050
3572,Medium variant,Chile,,152,2020-2025,39.2050,77.3430,95.1000,80.7310,42.6200,11.3280,0.7530
3573,Medium variant,Chile,,152,2025-2030,34.5320,73.3890,96.8590,85.0130,43.6760,11.0430,0.7080
3574,Medium variant,Chile,,152,2030-2035,30.5420,69.9100,98.5650,89.1660,44.8010,10.8370,0.6790
3575,Medium variant,Chile,,152,2035-2040,27.0880,66.7820,100.1270,93.0890,45.9230,10.6640,0.6470
3576,Medium variant,Chile,,152,2040-2045,24.1640,64.1650,101.7780,96.9380,47.1130,10.5530,0.6290
3577,Medium variant,Chile,,152,2045-2050,21.5620,61.6770,103.1710,100.4910,48.2310,10.4590,0.6090
3578,Medium variant,Chile,,152,2050-2055,19.3190,59.5370,104.6130,103.9690,49.3900,10.3970,0.5950
3579,Medium variant,Chile,,152,2055-2060,17.3480,57.5570,105.8750,107.1860,50.4880,10.3490,0.5770
3580,Medium variant,Chile,,152,2060-2065,15.6270,55.7750,107.0780,110.2810,51.5630,10.3270,0.5690
3581,Medium variant,Chile,,152,2065-2070,14.1000,54.0290,107.9320,112.9180,52.4890,10.2950,0.5570
3582,Medium variant,Chile,,152,2070-2075,12.7900,52.5030,108.8810,115.6150,53.4660,10.2800,0.5450
3583,Medium variant,Chile,,152,2075-2080,11.6370,51.0270,109.5650,117.9680,54.3240,10.2590,0.5400
3584,Medium variant,Chile,,152,2080-2085,10.6520,49.6530,110.1560,120.2010,55.1520,10.2350,0.5310
3585,Medium variant,Chile,,152,2085-2090,9.8280,48.4260,110.7000,122.3480,55.9660,10.2290,0.5230
3586,Medium variant,Chile,,152,2090-2095,9.1220,47.2020,110.9400,124.0880,56.6290,10.2060,0.5130
3587,Medium variant,Chile,,152,2095-2100,8.5580,46.1500,111.2360,125.8730,57.3240,10.1840,0.5150
3588,Medium variant,Colombia,,170,2015-2020,47.4570,106.7890,93.8390,62.6980,37.5560,13.9870,3.1540
3589,Medium variant,Colombia,,170,2020-2025,38.2450,99.6400,92.3010,63.3470,38.2100,13.3070,3.3900
3590,Medium variant,Colombia,,170,2025-2030,31.0460,92.6380,92.1380,66.4750,39.6010,12.7250,3.5370
3591,Medium variant,Colombia,,170,2030-2035,25.8460,87.2330,92.8050,69.8860,41.1170,12.3280,3.6250
3592,Medium variant,Colombia,,170,2035-2040,21.9020,82.6510,94.0680,73.8440,42.7910,12.0400,3.6440
3593,Medium variant,Colombia,,170,2040-2045,18.8810,78.7240,95.8820,78.3080,44.6360,11.8510,3.5980
3594,Medium variant,Colombia,,170,2045-2050,16.4890,75.0500,97.7690,82.9040,46.4170,11.6860,3.4850
3595,Medium variant,Colombia,,170,2050-2055,14.5700,71.6050,99.6820,87.5810,48.1520,11.5330,3.2970
3596,Medium variant,Colombia,,170,2055-2060,13.0260,68.2640,101.4390,92.1250,49.7300,11.3950,3.0610
3597,Medium variant,Colombia,,170,2060-2065,11.7640,65.0720,103.0890,96.6090,51.1860,11.2610,2.7790
3598,Medium variant,Colombia,,170,2065-2070,10.7490,62.0020,104.5550,100.9050,52.4790,11.1240,2.4860
3599,Medium variant,Colombia,,170,2070-2075,9.9210,59.1370,105.9130,105.0670,53.6620,10.9970,2.2030
3600,Medium variant,Colombia,,170,2075-2080,9.2380,56.3490,106.9530,108.9130,54.6220,10.8460,1.9190
3601,Medium variant,Colombia,,170,2080-2085,8.7020,53.8280,107.9290,112.6620,55.4950,10.7130,1.6710
3602,Medium variant,Colombia,,170,2085-2090,8.2450,51.4740,108.6930,116.1420,56.2180,10.5780,1.4500
3603,Medium variant,Colombia,,170,2090-2095,7.8850,49.3560,109.3210,119.4170,56.8270,10.4480,1.2660
3604,Medium variant,Colombia,,170,2095-2100,7.5910,47.4440,109.7320,122.3810,57.2950,10.3070,1.1100
3605,Medium variant,Ecuador,,218,2015-2020,73.9170,132.9680,118.5220,85.4840,50.8180,22.1450,5.0260
3606,Medium variant,Ecuador,,218,2020-2025,69.6240,126.6680,113.8480,81.8880,47.6830,20.1990,4.4300
3607,Medium variant,Ecuador,,218,2025-2030,64.6450,120.2190,110.2580,79.8000,45.4220,18.5420,3.8740
3608,Medium variant,Ecuador,,218,2030-2035,59.3090,113.6440,107.5700,79.0380,43.8990,17.1100,3.3700
3609,Medium variant,Ecuador,,218,2035-2040,53.9500,107.1450,105.5920,79.3420,42.9560,15.8710,2.9240
3610,Medium variant,Ecuador,,218,2040-2045,48.7790,100.8410,104.1550,80.4370,42.4900,14.8090,2.5490
3611,Medium variant,Ecuador,,218,2045-2050,43.9870,94.9930,103.2580,82.1670,42.4170,13.9210,2.2170
3612,Medium variant,Ecuador,,218,2050-2055,39.6030,89.6270,102.8150,84.3690,42.6570,13.1830,1.9460
3613,Medium variant,Ecuador,,218,2055-2060,35.6580,84.8190,102.8390,87.0040,43.1910,12.5910,1.7180
3614,Medium variant,Ecuador,,218,2060-2065,32.1020,80.4760,103.1650,89.8820,43.9100,12.1200,1.5250
3615,Medium variant,Ecuador,,218,2065-2070,28.8710,76.4500,103.6910,92.9360,44.7890,11.7300,1.3530
3616,Medium variant,Ecuador,,218,2070-2075,25.9830,72.8070,104.4740,96.2270,45.8240,11.4080,1.2170
3617,Medium variant,Ecuador,,218,2075-2080,23.3530,69.3760,105.2870,99.5430,46.9300,11.1520,1.0990
3618,Medium variant,Ecuador,,218,2080-2085,20.9980,66.1810,106.1260,102.8630,48.0830,10.9390,0.9900
3619,Medium variant,Ecuador,,218,2085-2090,18.8870,63.1810,106.9180,106.1140,49.2570,10.7590,0.9040
3620,Medium variant,Ecuador,,218,2090-2095,17.0090,60.3750,107.6590,109.2970,50.4330,10.6010,0.8260
3621,Medium variant,Ecuador,,218,2095-2100,15.3700,57.8070,108.3870,112.4020,51.6220,10.4850,0.7670
3622,Medium variant,French Guiana,,254,2015-2020,56.6890,133.9180,167.1160,165.1190,92.1770,34.6330,3.0680
3623,Medium variant,French Guiana,,254,2020-2025,45.2670,119.1240,154.9780,170.1550,92.0460,34.8740,3.3160
3624,Medium variant,French Guiana,,254,2025-2030,36.5140,106.5370,144.4780,174.1570,91.7000,34.8810,3.5330
3625,Medium variant,French Guiana,,254,2030-2035,29.7570,95.7660,135.2750,177.0200,91.1020,34.6980,3.7220
3626,Medium variant,French Guiana,,254,2035-2040,24.5400,86.7170,127.5290,179.0960,90.4500,34.3950,3.8530
3627,Medium variant,French Guiana,,254,2040-2045,20.4870,78.9960,120.8890,180.1690,89.6150,33.9140,3.9500
3628,Medium variant,French Guiana,,254,2045-2050,17.2930,72.4250,115.2890,180.3670,88.6800,33.2820,4.0040
3629,Medium variant,French Guiana,,254,2050-2055,14.7660,66.7760,110.4550,179.5350,87.4980,32.4910,3.9990
3630,Medium variant,French Guiana,,254,2055-2060,12.7820,61.9600,106.4450,177.9370,86.2340,31.5740,3.9480
3631,Medium variant,French Guiana,,254,2060-2065,11.2200,57.9110,103.2040,175.8080,84.9140,30.5710,3.8520
3632,Medium variant,French Guiana,,254,2065-2070,9.9590,54.4440,100.4590,172.8910,83.4170,29.4510,3.7390
3633,Medium variant,French Guiana,,254,2070-2075,8.9790,51.5200,98.2450,169.5970,81.8650,28.2980,3.5760
3634,Medium variant,French Guiana,,254,2075-2080,8.2110,49.1590,96.6600,166.2550,80.3940,27.1590,3.4020
3635,Medium variant,French Guiana,,254,2080-2085,7.6420,47.3290,95.7600,163.2640,79.1420,26.0680,3.2150
3636,Medium variant,French Guiana,,254,2085-2090,7.1780,45.8190,95.1320,160.0470,77.8070,24.9710,3.0260
3637,Medium variant,French Guiana,,254,2090-2095,6.8460,44.6530,94.9080,157.0730,76.5820,23.9150,2.8230
3638,Medium variant,French Guiana,,254,2095-2100,6.6020,43.7880,95.0910,154.3830,75.4630,22.8960,2.6170
3639,Medium variant,Guyana,,328,2015-2020,85.8120,148.3600,111.0340,85.1350,46.4590,12.1810,5.5790
3640,Medium variant,Guyana,,328,2020-2025,80.5790,140.4600,105.0040,83.9990,44.0150,11.4500,6.3130
3641,Medium variant,Guyana,,328,2025-2030,74.7160,132.6590,100.4800,83.8330,42.3020,10.8650,6.8850
3642,Medium variant,Guyana,,328,2030-2035,68.5070,124.8460,97.0950,84.4840,41.1860,10.3980,7.2840
3643,Medium variant,Guyana,,328,2035-2040,62.2960,117.1840,94.6950,85.8140,40.5800,10.0260,7.5050
3644,Medium variant,Guyana,,328,2040-2045,56.4390,110.1060,93.2550,87.7950,40.4600,9.7530,7.5720
3645,Medium variant,Guyana,,328,2045-2050,50.9310,103.4520,92.4490,90.1090,40.6500,9.5510,7.5180
3646,Medium variant,Guyana,,328,2050-2055,45.8740,97.3620,92.2380,92.7060,41.1180,9.4150,7.3470
3647,Medium variant,Guyana,,328,2055-2060,41.2290,91.7330,92.4870,95.4940,41.7950,9.3230,7.0790
3648,Medium variant,Guyana,,328,2060-2065,37.0650,86.6830,93.2900,98.5850,42.7290,9.2930,6.7350
3649,Medium variant,Guyana,,328,2065-2070,33.2880,82.0360,94.3500,101.7190,43.7900,9.2960,6.3410
3650,Medium variant,Guyana,,328,2070-2075,29.8650,77.7460,95.5970,104.8010,44.9350,9.3250,5.8910
3651,Medium variant,Guyana,,328,2075-2080,26.8050,73.8420,97.0400,107.8670,46.1420,9.3750,5.4090
3652,Medium variant,Guyana,,328,2080-2085,24.0510,70.1920,98.5160,110.7590,47.3720,9.4340,4.9160
3653,Medium variant,Guyana,,328,2085-2090,21.5760,66.7590,99.9570,113.4320,48.5810,9.4950,4.4000
3654,Medium variant,Guyana,,328,2090-2095,19.3820,63.6180,101.4360,115.9770,49.8190,9.5690,3.8990
3655,Medium variant,Guyana,,328,2095-2100,17.4530,60.7700,102.9380,118.3800,51.0590,9.6410,3.4190
3656,Medium variant,Paraguay,,600,2015-2020,55.6940,123.5830,124.8440,97.2340,60.0370,23.2770,4.4310
3657,Medium variant,Paraguay,,600,2020-2025,51.1910,117.7630,120.8410,93.4910,56.1540,20.9990,3.8210
3658,Medium variant,Paraguay,,600,2025-2030,46.7370,112.0170,117.7940,91.2220,53.2190,19.1010,3.2900
3659,Medium variant,Paraguay,,600,2030-2035,42.3350,106.1660,115.3160,90.0610,51.0080,17.4620,2.8320
3660,Medium variant,Paraguay,,600,2035-2040,38.2510,100.5710,113.5390,89.9950,49.4830,16.0990,2.4420
3661,Medium variant,Paraguay,,600,2040-2045,34.4210,94.9640,111.8690,90.3400,48.3100,14.9000,2.1160
3662,Medium variant,Paraguay,,600,2045-2050,30.9900,89.8020,110.6510,91.2730,47.5660,13.9210,1.8370
3663,Medium variant,Paraguay,,600,2050-2055,27.9120,85.0160,109.7820,92.6510,47.1660,13.1060,1.6070
3664,Medium variant,Paraguay,,600,2055-2060,25.1930,80.6190,109.1930,94.3450,47.0580,12.4300,1.4220
3665,Medium variant,Paraguay,,600,2060-2065,22.7800,76.6300,108.8730,96.3190,47.1920,11.8870,1.2590
