,,,,,,Number of male deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
2928,Medium variant,Belgium,,56,2030-2035,0.716,0.081,0.139,0.385,0.731,0.880,0.990,1.389,2.129,3.394,5.866,9.776,14.852,21.057,28.116,37.555,52.108,55.582,39.325,19.421
2929,Medium variant,Belgium,,56,2035-2040,0.638,0.071,0.123,0.350,0.677,0.836,0.931,1.224,1.905,3.143,5.414,8.889,13.262,18.844,26.561,38.436,55.227,66.089,48.930,22.273
2930,Medium variant,Belgium,,56,2040-2045,0.580,0.064,0.112,0.313,0.616,0.779,0.893,1.157,1.687,2.829,5.048,8.256,12.129,16.900,23.878,36.970,58.704,73.476,60.528,29.233
2931,Medium variant,Belgium,,56,2045-2050,0.535,0.060,0.101,0.284,0.561,0.718,0.837,1.116,1.605,2.524,4.586,7.749,11.332,15.532,21.522,33.776,58.525,81.389,70.613,38.079
2932,Medium variant,Belgium,,56,2050-2055,0.489,0.055,0.095,0.265,0.513,0.654,0.771,1.048,1.548,2.400,4.095,7.043,10.655,14.519,19.766,30.711,54.979,83.913,81.219,47.019
2933,Medium variant,Belgium,,56,2055-2060,0.447,0.052,0.090,0.247,0.475,0.596,0.701,0.965,1.445,2.306,3.885,6.279,9.656,13.607,18.380,28.302,51.155,81.393,86.525,56.869
2934,Medium variant,Belgium,,56,2060-2065,0.408,0.047,0.085,0.233,0.447,0.554,0.640,0.876,1.331,2.155,3.733,5.962,8.628,12.322,17.181,26.487,48.353,78.406,87.207,64.186
2935,Medium variant,Belgium,,56,2065-2070,0.379,0.043,0.076,0.217,0.420,0.519,0.593,0.797,1.206,1.982,3.490,5.721,8.194,10.994,15.483,25.013,46.168,76.601,87.278,68.520
2936,Medium variant,Belgium,,56,2070-2075,0.352,0.040,0.071,0.200,0.390,0.486,0.555,0.737,1.097,1.795,3.207,5.344,7.872,10.446,13.774,22.863,44.262,75.893,88.700,72.296
2937,Medium variant,Belgium,,56,2075-2080,0.328,0.037,0.064,0.182,0.357,0.449,0.515,0.687,1.012,1.630,2.894,4.895,7.348,10.007,13.012,20.488,41.020,75.303,91.152,77.127
2938,Medium variant,Belgium,,56,2080-2085,0.303,0.033,0.058,0.166,0.325,0.407,0.474,0.637,0.937,1.489,2.610,4.392,6.699,9.276,12.323,19.402,37.000,71.961,93.755,83.252
2939,Medium variant,Belgium,,56,2085-2090,0.278,0.031,0.054,0.153,0.295,0.368,0.432,0.584,0.866,1.378,2.381,3.958,6.026,8.457,11.372,18.613,35.485,67.516,92.937,90.377
2940,Medium variant,Belgium,,56,2090-2095,0.256,0.030,0.052,0.141,0.269,0.336,0.390,0.527,0.792,1.272,2.197,3.606,5.436,7.600,10.306,17.354,34.788,67.433,90.911,94.666
2941,Medium variant,Belgium,,56,2095-2100,0.235,0.027,0.047,0.130,0.246,0.305,0.351,0.473,0.712,1.156,2.015,3.311,4.943,6.820,9.162,15.832,33.037,68.064,94.224,97.467
2942,Medium variant,France,,250,2015-2020,7.017,0.616,1.105,3.072,5.513,6.575,7.918,11.208,18.733,33.627,55.661,76.965,94.908,121.159,139.534,164.078,226.451,252.812,184.989,67.015
2943,Medium variant,France,,250,2020-2025,6.135,0.543,1.011,2.877,5.254,6.070,7.106,10.441,16.799,30.184,52.261,74.150,90.761,111.351,152.856,187.986,220.615,265.022,209.515,100.401
2944,Medium variant,France,,250,2025-2030,5.536,0.480,0.907,2.657,5.004,5.838,6.590,9.474,15.835,27.356,47.337,69.953,87.622,106.805,141.556,210.208,261.484,270.485,230.107,123.623
2945,Medium variant,France,,250,2030-2035,5.125,0.440,0.816,2.413,4.644,5.584,6.389,8.868,14.490,25.987,43.189,63.427,82.768,103.269,136.339,197.469,300.672,335.185,245.910,144.393
2946,Medium variant,France,,250,2035-2040,4.732,0.410,0.758,2.222,4.251,5.194,6.120,8.599,13.572,23.846,41.094,57.951,74.785,97.259,131.728,191.568,288.483,395.853,321.397,163.302
2947,Medium variant,France,,250,2040-2045,4.333,0.378,0.708,2.061,3.911,4.749,5.694,8.238,13.163,22.368,37.741,54.996,68.281,87.699,123.871,186.418,285.545,392.277,387.932,220.379
2948,Medium variant,France,,250,2045-2050,3.927,0.354,0.672,1.930,3.658,4.394,5.220,7.695,12.657,21.744,35.452,50.481,64.726,79.901,111.657,176.567,283.743,401.161,399.634,281.064
2949,Medium variant,France,,250,2050-2055,3.615,0.320,0.623,1.824,3.451,4.106,4.816,7.043,11.820,20.906,34.457,47.449,59.346,75.603,101.417,160.210,273.893,410.797,424.865,310.853
2950,Medium variant,France,,250,2055-2060,3.353,0.297,0.586,1.710,3.251,3.868,4.479,6.497,10.844,19.559,33.159,46.123,55.847,69.278,95.882,146.268,253.656,408.981,450.541,347.337
2951,Medium variant,France,,250,2060-2065,3.126,0.275,0.540,1.573,3.034,3.656,4.233,6.051,9.981,17.924,30.990,44.285,54.229,65.036,87.556,138.871,235.280,389.662,464.521,387.460
2952,Medium variant,France,,250,2065-2070,2.922,0.255,0.492,1.456,2.799,3.399,3.978,5.695,9.311,16.504,28.365,41.323,52.112,63.123,81.983,127.488,227.618,372.469,457.294,422.194
2953,Medium variant,France,,250,2070-2075,2.709,0.236,0.461,1.358,2.585,3.130,3.712,5.358,8.735,15.342,26.094,37.808,48.619,60.556,79.281,119.645,212.471,370.635,454.330,441.126
2954,Medium variant,France,,250,2075-2080,2.498,0.222,0.428,1.257,2.388,2.876,3.396,4.961,8.169,14.320,24.114,34.586,44.326,56.206,75.462,115.608,201.720,354.937,466.431,460.627
2955,Medium variant,France,,250,2080-2085,2.309,0.207,0.395,1.168,2.218,2.651,3.116,4.548,7.550,13.372,22.499,31.986,40.659,51.256,69.855,111.068,197.768,347.294,463.189,496.760
2956,Medium variant,France,,250,2085-2090,2.147,0.192,0.359,1.074,2.047,2.455,2.865,4.153,6.917,12.349,20.981,29.851,37.675,46.996,63.487,103.772,191.885,351.633,470.640,523.510
2957,Medium variant,France,,250,2090-2095,1.992,0.184,0.342,0.996,1.891,2.255,2.633,3.800,6.279,11.221,19.255,27.693,35.069,43.344,57.691,94.564,180.796,351.385,492.572,557.474
2958,Medium variant,France,,250,2095-2100,1.858,0.169,0.314,0.915,1.734,2.081,2.433,3.502,5.736,10.185,17.505,25.455,32.688,40.431,53.101,86.795,167.892,342.552,510.551,611.085
2959,Medium variant,Germany,,276,2015-2020,5.659,0.589,1.126,3.397,5.694,6.504,8.024,11.392,19.639,41.625,78.393,113.921,143.775,175.399,239.911,372.104,438.685,357.444,196.798,54.721
2960,Medium variant,Germany,,276,2020-2025,4.860,0.518,0.966,2.774,4.664,5.422,7.200,11.035,17.754,31.378,62.550,109.213,149.634,181.286,220.461,310.560,460.557,453.064,252.486,86.195
2961,Medium variant,Germany,,276,2025-2030,4.010,0.458,0.860,2.385,3.801,4.368,5.908,9.828,17.066,28.184,46.899,86.213,142.203,187.299,227.307,289.747,399.479,495.574,344.314,119.948
2962,Medium variant,Germany,,276,2030-2035,3.321,0.403,0.790,2.179,3.325,3.590,4.832,8.173,15.391,27.306,42.377,65.023,112.804,178.830,237.063,306.717,391.073,457.301,394.133,177.185
2963,Medium variant,Germany,,276,2035-2040,2.891,0.348,0.708,2.024,3.095,3.208,4.077,6.843,13.057,25.033,41.654,59.705,86.674,144.144,230.961,331.135,435.622,478.442,389.114,219.400
2964,Medium variant,Germany,,276,2040-2045,2.633,0.307,0.642,1.866,2.927,3.042,3.692,5.836,11.063,21.463,38.508,59.241,80.560,112.145,188.636,331.415,489.130,559.729,433.779,234.912
2965,Medium variant,Germany,,276,2045-2050,2.518,0.281,0.566,1.674,2.688,2.876,3.498,5.315,9.512,18.319,33.229,55.055,80.562,105.089,147.855,276.684,505.420,654.387,531.608,275.256
2966,Medium variant,Germany,,276,2050-2055,2.393,0.264,0.516,1.498,2.423,2.661,3.330,5.050,8.645,15.719,28.314,47.528,75.061,105.237,138.673,218.871,433.020,697.961,646.392,351.428
2967,Medium variant,Germany,,276,2055-2060,2.282,0.254,0.478,1.346,2.153,2.382,3.061,4.756,8.141,14.211,24.263,40.476,64.863,97.859,138.623,206.554,350.075,615.635,711.317,448.796
2968,Medium variant,Germany,,276,2060-2065,2.130,0.245,0.455,1.257,1.963,2.127,2.733,4.365,7.660,13.374,21.948,34.740,55.462,84.761,129.101,208.844,338.358,516.632,646.421,523.812
2969,Medium variant,Germany,,276,2065-2070,1.984,0.229,0.429,1.185,1.820,1.927,2.445,3.911,7.027,12.556,20.622,31.468,47.801,72.616,111.907,196.999,350.183,516.947,568.807,512.139
2970,Medium variant,Germany,,276,2070-2075,1.869,0.211,0.396,1.105,1.706,1.788,2.196,3.452,6.223,11.401,19.245,29.479,43.276,62.448,95.433,171.693,337.004,550.915,593.589,479.088
2971,Medium variant,Germany,,276,2075-2080,1.762,0.195,0.358,1.015,1.589,1.665,2.011,3.090,5.466,10.035,17.397,27.432,40.538,56.447,81.713,148.307,298.633,546.140,656.474,515.192
2972,Medium variant,Germany,,276,2080-2085,1.686,0.178,0.327,0.925,1.443,1.536,1.868,2.820,4.857,8.763,15.270,24.793,37.822,52.887,73.726,128.723,261.267,501.710,673.445,594.258
2973,Medium variant,Germany,,276,2085-2090,1.588,0.166,0.293,0.826,1.286,1.385,1.713,2.580,4.375,7.706,13.230,21.644,34.085,49.067,68.530,116.981,228.331,453.403,642.212,647.990
2974,Medium variant,Germany,,276,2090-2095,1.496,0.161,0.280,0.754,1.166,1.241,1.548,2.376,4.011,6.949,11.665,18.831,29.953,44.385,63.659,110.664,210.607,412.335,605.016,662.240
2975,Medium variant,Germany,,276,2095-2100,1.394,0.146,0.251,0.672,1.040,1.106,1.362,2.104,3.605,6.248,10.361,16.423,25.868,38.576,56.877,103.186,201.384,393.093,571.542,658.451
2976,Medium variant,Luxembourg,,442,2015-2020,0.069,0.005,0.007,0.019,0.039,0.054,0.066,0.084,0.124,0.238,0.426,0.612,0.772,0.939,1.103,1.336,1.790,1.779,0.932,0.260
2977,Medium variant,Luxembourg,,442,2020-2025,0.059,0.005,0.006,0.016,0.035,0.049,0.060,0.077,0.112,0.197,0.386,0.621,0.805,0.969,1.174,1.434,1.724,1.899,1.302,0.416
2978,Medium variant,Luxembourg,,442,2025-2030,0.052,0.004,0.005,0.015,0.030,0.044,0.055,0.068,0.102,0.178,0.323,0.563,0.819,1.013,1.217,1.561,1.944,1.960,1.460,0.621
2979,Medium variant,Luxembourg,,442,2030-2035,0.046,0.003,0.005,0.013,0.028,0.039,0.050,0.063,0.093,0.168,0.301,0.484,0.758,1.053,1.302,1.684,2.249,2.383,1.636,0.746
2980,Medium variant,Luxembourg,,442,2035-2040,0.042,0.004,0.005,0.013,0.027,0.037,0.046,0.059,0.087,0.155,0.289,0.457,0.659,0.984,1.370,1.851,2.540,2.892,2.113,0.890
2981,Medium variant,Luxembourg,,442,2040-2045,0.039,0.003,0.005,0.012,0.026,0.036,0.042,0.054,0.081,0.147,0.270,0.443,0.629,0.861,1.291,1.990,2.903,3.427,2.687,1.199
2982,Medium variant,Luxembourg,,442,2045-2050,0.036,0.003,0.004,0.011,0.024,0.034,0.040,0.050,0.074,0.137,0.256,0.414,0.609,0.822,1.127,1.899,3.213,4.069,3.326,1.586
2983,Medium variant,Luxembourg,,442,2050-2055,0.035,0.002,0.004,0.011,0.023,0.032,0.039,0.048,0.068,0.125,0.239,0.394,0.571,0.796,1.076,1.676,3.166,4.676,4.118,2.061
2984,Medium variant,Luxembourg,,442,2055-2060,0.032,0.003,0.004,0.009,0.021,0.030,0.036,0.046,0.066,0.116,0.217,0.366,0.540,0.742,1.033,1.605,2.859,4.752,4.917,2.663
2985,Medium variant,Luxembourg,,442,2060-2065,0.030,0.003,0.003,0.009,0.019,0.027,0.033,0.042,0.062,0.111,0.200,0.332,0.503,0.702,0.961,1.572,2.803,4.476,5.171,3.336
2986,Medium variant,Luxembourg,,442,2065-2070,0.028,0.002,0.003,0.008,0.018,0.025,0.030,0.039,0.058,0.105,0.192,0.307,0.457,0.654,0.910,1.490,2.803,4.598,5.109,3.675
2987,Medium variant,Luxembourg,,442,2070-2075,0.025,0.002,0.003,0.008,0.017,0.024,0.028,0.035,0.053,0.096,0.179,0.292,0.420,0.587,0.835,1.419,2.674,4.761,5.498,3.837
2988,Medium variant,Luxembourg,,442,2075-2080,0.023,0.002,0.003,0.007,0.015,0.022,0.025,0.031,0.048,0.087,0.165,0.274,0.400,0.540,0.747,1.329,2.592,4.762,5.945,4.335
2989,Medium variant,Luxembourg,,442,2080-2085,0.021,0.002,0.003,0.007,0.014,0.019,0.023,0.029,0.043,0.079,0.149,0.249,0.374,0.511,0.683,1.205,2.475,4.831,6.232,4.877
2990,Medium variant,Luxembourg,,442,2085-2090,0.019,0.001,0.002,0.006,0.013,0.018,0.021,0.026,0.039,0.071,0.133,0.224,0.340,0.476,0.643,1.110,2.307,4.816,6.623,5.361
2991,Medium variant,Luxembourg,,442,2090-2095,0.017,0.001,0.002,0.006,0.011,0.016,0.018,0.023,0.034,0.063,0.119,0.199,0.303,0.427,0.590,1.046,2.170,4.652,6.883,5.949
2992,Medium variant,Luxembourg,,442,2095-2100,0.015,0.002,0.001,0.004,0.010,0.014,0.017,0.020,0.031,0.056,0.105,0.176,0.270,0.381,0.530,0.975,2.114,4.580,6.994,6.488
2993,Medium variant,Netherlands,,528,2015-2020,1.475,0.131,0.246,0.616,0.945,1.030,1.184,1.665,2.950,5.859,10.544,16.514,23.858,35.282,46.837,55.046,62.273,55.340,31.643,10.273
2994,Medium variant,Netherlands,,528,2020-2025,1.261,0.106,0.197,0.528,0.824,0.904,1.095,1.547,2.474,4.630,8.929,15.389,23.016,32.136,47.639,62.987,68.967,65.430,40.772,14.841
2995,Medium variant,Netherlands,,528,2025-2030,1.072,0.091,0.167,0.433,0.705,0.788,0.962,1.433,2.303,3.884,7.038,12.990,21.385,31.005,43.739,65.482,82.088,76.492,51.068,20.651
2996,Medium variant,Netherlands,,528,2030-2035,0.912,0.078,0.149,0.374,0.589,0.682,0.848,1.274,2.154,3.642,5.950,10.313,18.175,29.094,42.945,61.981,89.009,96.606,63.671,27.878
2997,Medium variant,Netherlands,,528,2035-2040,0.799,0.071,0.137,0.345,0.527,0.583,0.749,1.146,1.950,3.462,5.670,8.866,14.689,25.221,41.347,63.061,88.367,110.184,85.768,37.272
2998,Medium variant,Netherlands,,528,2040-2045,0.710,0.063,0.123,0.320,0.491,0.524,0.648,1.023,1.766,3.164,5.439,8.527,12.771,20.623,36.433,62.267,93.132,114.545,101.094,52.886
2999,Medium variant,Netherlands,,528,2045-2050,0.654,0.056,0.112,0.289,0.454,0.493,0.587,0.891,1.589,2.880,4.988,8.212,12.346,18.051,30.089,55.899,94.546,125.295,110.038,66.152
3000,Medium variant,Netherlands,,528,2050-2055,0.611,0.052,0.101,0.263,0.419,0.461,0.551,0.809,1.384,2.593,4.555,7.567,11.944,17.553,26.561,46.960,87.116,131.545,125.116,76.481
3001,Medium variant,Netherlands,,528,2055-2060,0.573,0.049,0.093,0.238,0.378,0.420,0.513,0.756,1.252,2.256,4.093,6.893,10.981,16.964,25.868,41.803,74.621,124.670,135.384,90.655
3002,Medium variant,Netherlands,,528,2060-2065,0.530,0.046,0.085,0.216,0.339,0.377,0.468,0.700,1.165,2.032,3.543,6.173,9.984,15.574,25.038,41.084,67.734,110.031,132.191,103.271
3003,Medium variant,Netherlands,,528,2065-2070,0.488,0.043,0.079,0.201,0.308,0.340,0.423,0.639,1.080,1.896,3.210,5.377,8.992,14.255,23.195,40.426,68.249,103.443,121.126,107.404
3004,Medium variant,Netherlands,,528,2070-2075,0.445,0.039,0.072,0.184,0.281,0.304,0.375,0.571,0.977,1.741,2.968,4.828,7.778,12.754,21.141,37.609,68.122,106.937,118.348,104.359
3005,Medium variant,Netherlands,,528,2075-2080,0.412,0.037,0.067,0.168,0.259,0.280,0.337,0.508,0.873,1.578,2.733,4.482,7.018,11.089,19.054,34.832,64.860,110.356,127.253,106.361
3006,Medium variant,Netherlands,,528,2080-2085,0.382,0.033,0.061,0.152,0.238,0.256,0.306,0.452,0.770,1.397,2.454,4.099,6.480,9.957,16.557,31.736,60.676,108.030,135.456,118.031
3007,Medium variant,Netherlands,,528,2085-2090,0.355,0.032,0.054,0.137,0.213,0.232,0.279,0.412,0.684,1.225,2.165,3.672,5.910,9.170,14.910,27.831,55.879,104.447,137.146,131.997
3008,Medium variant,Netherlands,,528,2090-2095,0.328,0.028,0.048,0.121,0.188,0.207,0.249,0.368,0.611,1.077,1.891,3.226,5.270,8.333,13.768,25.236,49.492,99.438,137.743,141.994
3009,Medium variant,Netherlands,,528,2095-2100,0.301,0.027,0.047,0.111,0.167,0.183,0.222,0.330,0.552,0.966,1.666,2.823,4.646,7.463,12.629,23.629,45.832,91.699,136.101,150.537
3010,Medium variant,Switzerland,,756,2015-2020,0.927,0.057,0.103,0.288,0.488,0.587,0.708,0.946,1.467,2.646,4.644,6.895,9.145,12.503,16.887,21.661,28.041,29.861,20.106,7.605
3011,Medium variant,Switzerland,,756,2020-2025,0.820,0.051,0.095,0.253,0.411,0.502,0.629,0.897,1.365,2.189,4.062,6.926,9.847,12.384,16.572,23.804,30.919,33.271,23.936,9.809
3012,Medium variant,Switzerland,,756,2025-2030,0.725,0.048,0.091,0.238,0.368,0.434,0.550,0.808,1.315,2.068,3.415,6.147,10.037,13.512,16.678,24.119,35.677,39.022,28.273,12.470
3013,Medium variant,Switzerland,,756,2030-2035,0.643,0.042,0.085,0.230,0.349,0.391,0.479,0.715,1.195,2.003,3.243,5.207,8.953,13.807,18.275,24.615,37.434,47.016,35.020,15.552
3014,Medium variant,Switzerland,,756,2035-2040,0.584,0.037,0.078,0.214,0.334,0.371,0.433,0.622,1.055,1.819,3.146,4.946,7.582,12.268,18.623,27.215,39.222,51.031,43.933,20.253
3015,Medium variant,Switzerland,,756,2040-2045,0.544,0.032,0.069,0.195,0.312,0.356,0.408,0.563,0.922,1.608,2.858,4.789,7.202,10.383,16.507,28.027,44.564,55.826,49.288,26.661
3016,Medium variant,Switzerland,,756,2045-2050,0.511,0.031,0.063,0.176,0.284,0.332,0.392,0.528,0.831,1.402,2.521,4.337,6.950,9.830,13.891,25.047,47.082,65.744,56.890,31.612
3017,Medium variant,Switzerland,,756,2050-2055,0.476,0.028,0.058,0.158,0.253,0.300,0.366,0.509,0.786,1.268,2.203,3.836,6.316,9.488,13.158,21.372,43.387,72.188,69.983,38.596
3018,Medium variant,Switzerland,,756,2055-2060,0.436,0.027,0.054,0.145,0.229,0.270,0.332,0.475,0.750,1.195,1.989,3.350,5.587,8.605,12.653,20.480,37.676,68.995,79.611,49.662
3019,Medium variant,Switzerland,,756,2060-2065,0.392,0.025,0.049,0.135,0.209,0.240,0.294,0.427,0.695,1.131,1.857,3.000,4.844,7.534,11.334,19.877,36.305,62.277,78.398,59.684
3020,Medium variant,Switzerland,,756,2065-2070,0.351,0.022,0.046,0.126,0.193,0.219,0.261,0.376,0.623,1.045,1.755,2.797,4.337,6.522,9.879,18.090,35.843,62.888,74.511,62.911
3021,Medium variant,Switzerland,,756,2070-2075,0.319,0.020,0.042,0.115,0.179,0.201,0.236,0.333,0.550,0.936,1.622,2.643,4.048,5.836,8.526,16.034,33.136,64.768,79.325,63.814
3022,Medium variant,Switzerland,,756,2075-2080,0.289,0.018,0.038,0.104,0.163,0.184,0.216,0.302,0.487,0.820,1.439,2.422,3.805,5.407,7.573,13.923,29.990,62.550,84.777,70.561
3023,Medium variant,Switzerland,,756,2080-2085,0.263,0.015,0.033,0.091,0.143,0.165,0.198,0.274,0.433,0.720,1.259,2.142,3.477,5.055,6.977,12.423,26.692,58.751,85.340,79.146
3024,Medium variant,Switzerland,,756,2085-2090,0.234,0.014,0.029,0.081,0.126,0.146,0.175,0.246,0.391,0.638,1.097,1.858,3.059,4.579,6.464,11.473,24.346,54.244,83.475,84.553
3025,Medium variant,Switzerland,,756,2090-2095,0.206,0.013,0.026,0.071,0.111,0.127,0.153,0.216,0.347,0.570,0.964,1.608,2.641,3.996,5.805,10.690,23.035,51.444,80.640,87.796
3026,Medium variant,Switzerland,,756,2095-2100,0.179,0.011,0.024,0.062,0.096,0.109,0.132,0.188,0.304,0.505,0.853,1.405,2.281,3.433,5.029,9.692,22.065,50.689,80.238,90.073
3027,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2015-2020,638.035,58.679,74.706,172.148,294.612,333.900,341.040,355.215,392.646,468.457,586.273,719.570,854.229,974.578,1052.180,1090.979,1009.379,777.545,430.988,170.722
3028,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2020-2025,536.378,51.164,65.063,150.044,263.883,307.934,321.510,346.542,396.827,477.584,596.477,756.639,927.030,1096.596,1225.769,1250.120,1163.114,917.819,539.488,245.777
3029,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2025-2030,448.898,44.056,57.020,130.675,230.759,276.774,297.055,326.811,387.391,483.136,608.824,772.302,980.368,1200.576,1397.923,1484.408,1366.291,1086.949,653.865,321.795
3030,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2030-2035,378.535,37.825,49.401,114.493,201.039,240.824,265.066,299.704,362.828,469.567,614.661,788.974,1004.771,1279.654,1549.305,1723.301,1662.468,1313.574,797.112,404.333
3031,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2035-2040,320.522,32.325,42.335,98.766,175.317,209.409,230.248,267.610,333.728,441.462,599.335,798.690,1030.167,1321.053,1670.218,1941.741,1972.656,1641.870,989.907,507.833
3032,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2040-2045,274.527,27.699,36.070,84.199,150.224,181.596,199.306,232.153,298.770,407.360,565.770,782.403,1047.521,1365.182,1746.622,2131.057,2276.022,2001.878,1274.626,648.178
3033,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2045-2050,237.067,23.737,30.674,71.301,127.139,155.035,172.803,201.619,260.598,366.582,523.914,741.086,1029.368,1394.949,1821.394,2263.498,2551.664,2371.083,1598.532,856.551
3034,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2050-2055,205.721,20.421,26.189,60.590,107.496,131.299,148.139,176.252,228.766,323.326,475.927,691.750,983.485,1385.561,1885.522,2404.150,2780.912,2738.597,1956.208,1122.735
3035,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2055-2060,179.682,17.658,22.468,51.735,91.293,111.293,126.176,152.612,202.717,287.610,424.978,635.142,927.725,1342.806,1905.907,2543.000,3039.686,3091.074,2344.291,1442.611
3036,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2060-2065,157.388,15.310,19.416,44.565,78.019,94.690,107.601,131.482,177.999,258.554,383.121,574.118,862.125,1285.876,1881.160,2627.517,3300.437,3488.969,2744.010,1820.444
3037,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2065-2070,138.382,13.344,16.834,38.538,67.163,81.177,92.256,113.463,155.512,230.196,348.851,523.510,788.284,1211.751,1830.829,2645.045,3491.784,3886.413,3191.984,2234.867
3038,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2070-2075,122.318,11.628,14.631,33.449,57.985,69.905,79.466,98.219,135.915,203.758,314.318,481.583,726.607,1123.259,1752.533,2622.897,3597.834,4218.408,3645.800,2706.543
3039,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2075-2080,108.759,10.272,12.823,29.110,50.238,60.464,68.801,85.391,118.971,180.016,280.809,436.886,672.985,1045.532,1643.205,2546.452,3634.962,4445.412,4053.257,3198.972
3040,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2080-2085,97.278,9.079,11.296,25.487,43.552,52.192,59.575,74.426,104.461,159.260,250.454,393.308,615.381,979.211,1549.161,2423.365,3596.268,4593.752,4380.955,3703.987
3041,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2085-2090,87.067,8.020,9.949,22.331,37.855,45.126,51.497,64.844,91.893,141.173,223.496,353.028,557.513,903.837,1466.885,2313.795,3477.653,4635.299,4631.044,4177.302
3042,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2090-2095,78.016,7.122,8.811,19.607,32.924,39.025,44.518,56.352,80.659,125.167,199.612,316.694,503.225,826.198,1367.876,2217.644,3372.772,4568.138,4779.197,4604.264
3043,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2095-2100,69.621,6.275,7.767,17.217,28.672,33.772,38.489,48.917,70.565,110.703,178.121,283.972,453.502,751.816,1262.252,2091.217,3281.378,4514.931,4814.427,4967.520
3044,Medium variant,Caribbean,24,915,2015-2020,74.237,9.280,9.353,13.399,19.585,23.308,24.952,25.044,27.082,33.758,43.838,53.818,64.689,77.302,88.100,96.637,91.373,72.224,43.916,23.307
3045,Medium variant,Caribbean,24,915,2020-2025,65.215,8.362,8.436,12.181,17.864,21.509,23.852,25.652,27.387,32.011,42.108,56.998,71.554,85.016,97.700,103.780,101.153,82.688,51.380,28.367
3046,Medium variant,Caribbean,24,915,2025-2030,57.122,7.544,7.604,11.137,16.393,19.714,22.150,24.759,28.368,32.472,40.129,55.155,76.331,94.755,108.276,116.472,110.375,93.136,60.018,34.100
3047,Medium variant,Caribbean,24,915,2030-2035,49.672,6.741,6.818,10.134,15.071,18.115,20.345,23.122,27.617,33.937,40.848,52.752,74.224,101.772,122.043,130.659,126.541,104.486,69.701,41.377
3048,Medium variant,Caribbean,24,915,2035-2040,42.796,5.972,6.078,9.244,13.881,16.816,18.901,21.512,26.102,33.426,43.148,54.001,71.279,99.416,132.080,149.152,143.597,122.526,80.547,50.095
3049,Medium variant,Caribbean,24,915,2040-2045,37.168,5.282,5.400,8.334,12.643,15.416,17.464,19.957,24.316,31.664,42.669,57.306,73.307,96.013,130.203,163.817,167.677,141.950,97.389,60.393
3050,Medium variant,Caribbean,24,915,2045-2050,32.440,4.689,4.807,7.513,11.424,14.043,16.050,18.550,22.713,29.741,40.691,56.966,78.277,99.373,126.570,163.550,188.115,170.780,115.746,75.174
3051,Medium variant,Caribbean,24,915,2050-2055,28.111,4.122,4.263,6.742,10.251,12.605,14.591,17.093,21.225,27.970,38.476,54.548,78.175,106.750,131.449,159.696,190.608,197.220,144.014,93.138
3052,Medium variant,Caribbean,24,915,2055-2060,24.485,3.628,3.785,6.070,9.229,11.316,13.132,15.657,19.740,26.420,36.549,51.906,75.223,107.286,142.051,165.470,185.992,202.909,171.936,118.845
3053,Medium variant,Caribbean,24,915,2060-2065,21.311,3.178,3.346,5.444,8.292,10.141,11.776,14.137,18.158,24.727,34.759,49.496,71.839,103.726,143.824,179.804,191.275,197.630,180.598,151.475
3054,Medium variant,Caribbean,24,915,2065-2070,18.586,2.769,2.953,4.871,7.448,9.102,10.566,12.736,16.496,22.935,32.808,47.319,68.785,99.545,139.929,183.892,209.268,200.413,175.943,170.001
3055,Medium variant,Caribbean,24,915,2070-2075,16.181,2.404,2.591,4.347,6.660,8.141,9.473,11.460,14.936,21.007,30.637,44.851,66.082,95.803,135.079,180.476,217.320,221.812,176.025,173.989
3056,Medium variant,Caribbean,24,915,2075-2080,14.370,2.123,2.307,3.920,6.019,7.356,8.568,10.393,13.572,19.179,28.173,41.796,62.464,91.830,129.806,174.561,214.995,234.863,198.022,172.565
3057,Medium variant,Caribbean,24,915,2080-2085,12.756,1.872,2.048,3.540,5.428,6.616,7.726,9.419,12.329,17.494,25.828,38.514,58.460,87.406,125.454,169.368,210.525,236.127,215.619,192.611
