,,,,,,Number of female deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
2075,Medium variant,Jordan,,400,2015-2020,9.507,0.676,0.626,0.898,1.228,1.411,1.616,1.907,2.403,3.130,3.819,4.345,4.944,6.410,8.920,10.828,10.158,6.691,2.690,0.611
2076,Medium variant,Jordan,,400,2020-2025,7.871,0.607,0.599,0.871,1.200,1.398,1.602,1.963,2.527,3.342,4.317,5.240,6.168,7.248,9.115,11.677,12.044,8.541,3.819,0.956
2077,Medium variant,Jordan,,400,2025-2030,6.605,0.520,0.539,0.835,1.156,1.346,1.551,1.900,2.556,3.461,4.541,5.847,7.370,9.005,10.295,11.911,12.992,10.295,5.053,1.451
2078,Medium variant,Jordan,,400,2030-2035,5.728,0.461,0.484,0.786,1.143,1.335,1.532,1.881,2.516,3.559,4.784,6.250,8.371,11.005,13.208,14.054,13.879,11.561,6.358,2.044
2079,Medium variant,Jordan,,400,2035-2040,5.111,0.415,0.442,0.731,1.108,1.357,1.559,1.901,2.540,3.565,5.003,6.696,9.110,12.764,16.569,18.729,17.282,13.056,7.466,2.738
2080,Medium variant,Jordan,,400,2040-2045,4.561,0.385,0.411,0.687,1.048,1.330,1.600,1.950,2.587,3.625,5.045,7.054,9.844,14.059,19.514,24.007,23.787,17.077,8.853,3.421
2081,Medium variant,Jordan,,400,2045-2050,4.120,0.356,0.385,0.640,0.978,1.247,1.558,1.996,2.655,3.703,5.147,7.125,10.383,15.203,21.536,28.460,30.879,24.112,12.097,4.284
2082,Medium variant,Jordan,,400,2050-2055,3.693,0.325,0.357,0.601,0.916,1.168,1.467,1.954,2.728,3.807,5.262,7.265,10.487,16.097,23.481,31.874,37.458,32.300,17.851,6.162
2083,Medium variant,Jordan,,400,2055-2060,3.327,0.294,0.327,0.564,0.866,1.102,1.386,1.852,2.685,3.922,5.412,7.417,10.682,16.304,25.033,35.213,42.818,40.387,24.799,9.568
2084,Medium variant,Jordan,,400,2060-2065,3.022,0.266,0.297,0.517,0.811,1.044,1.312,1.755,2.547,3.860,5.565,7.604,10.890,16.642,25.503,37.965,48.258,47.445,32.149,14.133
2085,Medium variant,Jordan,,400,2065-2070,2.759,0.239,0.266,0.468,0.742,0.979,1.243,1.659,2.409,3.654,5.466,7.794,11.133,16.979,26.154,39.069,52.896,55.039,39.065,19.539
2086,Medium variant,Jordan,,400,2070-2075,2.519,0.218,0.243,0.422,0.675,0.905,1.171,1.578,2.287,3.464,5.175,7.642,11.416,17.441,26.907,40.587,55.537,61.960,47.102,25.378
2087,Medium variant,Jordan,,400,2075-2080,2.295,0.198,0.218,0.380,0.608,0.819,1.082,1.488,2.178,3.291,4.902,7.223,11.192,17.943,27.816,42.204,58.708,66.781,54.709,32.430
2088,Medium variant,Jordan,,400,2080-2085,2.087,0.181,0.199,0.346,0.551,0.739,0.981,1.375,2.051,3.126,4.643,6.823,10.570,17.656,28.794,44.068,62.034,72.380,60.940,40.064
2089,Medium variant,Jordan,,400,2085-2090,1.915,0.163,0.182,0.320,0.504,0.672,0.893,1.260,1.908,2.959,4.430,6.475,10.002,16.763,28.555,46.122,65.843,78.313,68.193,47.506
2090,Medium variant,Jordan,,400,2090-2095,1.761,0.150,0.165,0.289,0.461,0.617,0.812,1.137,1.739,2.745,4.178,6.147,9.467,15.898,27.241,46.119,69.855,85.010,76.045,56.223
2091,Medium variant,Jordan,,400,2095-2100,1.634,0.137,0.151,0.260,0.417,0.560,0.740,1.035,1.576,2.501,3.864,5.778,8.976,15.101,26.004,44.418,70.847,92.205,85.142,66.415
2092,Medium variant,Kuwait,,414,2015-2020,1.277,0.103,0.101,0.121,0.171,0.259,0.404,0.577,0.746,0.986,1.250,1.556,1.862,2.119,2.436,2.603,2.154,0.835,0.164,0.028
2093,Medium variant,Kuwait,,414,2020-2025,1.045,0.101,0.108,0.127,0.175,0.233,0.339,0.540,0.722,1.024,1.606,2.206,2.872,3.314,3.265,3.194,2.554,1.387,0.330,0.033
2094,Medium variant,Kuwait,,414,2025-2030,0.887,0.090,0.108,0.138,0.180,0.236,0.309,0.451,0.687,1.009,1.668,2.873,4.113,5.116,5.201,4.399,3.335,1.731,0.572,0.073
2095,Medium variant,Kuwait,,414,2030-2035,0.792,0.077,0.097,0.140,0.189,0.231,0.310,0.433,0.599,0.966,1.613,2.961,5.340,7.365,8.095,7.203,4.763,2.456,0.753,0.131
2096,Medium variant,Kuwait,,414,2035-2040,0.722,0.070,0.085,0.129,0.192,0.238,0.298,0.433,0.586,0.856,1.552,2.842,5.459,9.478,11.754,11.384,8.177,3.688,1.178,0.189
2097,Medium variant,Kuwait,,414,2040-2045,0.665,0.065,0.078,0.116,0.180,0.241,0.306,0.412,0.584,0.837,1.365,2.728,5.213,9.645,15.249,16.894,13.262,6.814,1.879,0.324
2098,Medium variant,Kuwait,,414,2045-2050,0.610,0.061,0.074,0.108,0.163,0.226,0.308,0.424,0.561,0.841,1.335,2.393,4.992,9.250,15.683,22.315,20.421,11.432,3.795,0.559
2099,Medium variant,Kuwait,,414,2050-2055,0.567,0.059,0.071,0.104,0.153,0.205,0.288,0.423,0.577,0.812,1.350,2.330,4.358,8.814,15.108,23.167,27.419,18.422,6.598,1.226
2100,Medium variant,Kuwait,,414,2055-2060,0.526,0.056,0.068,0.101,0.148,0.194,0.263,0.397,0.579,0.840,1.294,2.350,4.215,7.683,14.486,22.736,29.217,25.564,11.379,2.316
2101,Medium variant,Kuwait,,414,2060-2065,0.499,0.051,0.063,0.098,0.144,0.187,0.248,0.363,0.547,0.846,1.334,2.235,4.225,7.442,12.704,22.119,29.583,28.158,16.404,4.351
2102,Medium variant,Kuwait,,414,2065-2070,0.477,0.048,0.059,0.092,0.139,0.182,0.241,0.343,0.500,0.799,1.336,2.284,3.974,7.403,12.351,19.620,29.380,29.829,18.768,6.786
2103,Medium variant,Kuwait,,414,2070-2075,0.462,0.046,0.055,0.086,0.133,0.177,0.235,0.333,0.475,0.733,1.256,2.272,4.033,6.959,12.344,19.359,26.721,30.614,21.123,8.495
2104,Medium variant,Kuwait,,414,2075-2080,0.443,0.043,0.052,0.080,0.123,0.167,0.227,0.323,0.461,0.696,1.146,2.111,3.984,7.043,11.660,19.557,27.069,28.868,22.564,10.394
2105,Medium variant,Kuwait,,414,2080-2085,0.424,0.041,0.049,0.076,0.115,0.156,0.215,0.312,0.450,0.677,1.083,1.902,3.679,6.934,11.848,18.678,27.820,30.525,22.280,12.012
2106,Medium variant,Kuwait,,414,2085-2090,0.404,0.039,0.046,0.073,0.110,0.146,0.200,0.295,0.436,0.663,1.051,1.779,3.297,6.396,11.733,19.208,27.186,32.190,24.959,12.922
2107,Medium variant,Kuwait,,414,2090-2095,0.387,0.037,0.044,0.069,0.106,0.140,0.188,0.276,0.413,0.640,1.022,1.703,3.059,5.708,10.845,19.168,28.414,32.513,27.136,15.374
2108,Medium variant,Kuwait,,414,2095-2100,0.377,0.035,0.040,0.065,0.100,0.134,0.179,0.258,0.387,0.609,0.988,1.643,2.917,5.296,9.740,17.907,28.857,34.984,28.721,17.986
2109,Medium variant,Lebanon,,422,2015-2020,2.277,0.147,0.157,0.280,0.439,0.546,0.615,0.680,0.798,1.060,1.465,2.003,2.914,4.306,6.207,9.388,11.918,9.298,4.405,1.648
2110,Medium variant,Lebanon,,422,2020-2025,1.935,0.122,0.118,0.201,0.337,0.461,0.579,0.707,0.862,1.067,1.413,1.944,2.843,4.520,6.670,9.117,12.351,12.748,7.273,2.526
2111,Medium variant,Lebanon,,422,2025-2030,1.560,0.099,0.091,0.139,0.225,0.334,0.467,0.644,0.880,1.136,1.394,1.830,2.711,4.387,7.027,9.863,12.082,13.400,10.265,4.400
2112,Medium variant,Lebanon,,422,2030-2035,1.222,0.088,0.080,0.116,0.164,0.231,0.351,0.536,0.825,1.200,1.542,1.864,2.618,4.295,7.025,10.790,13.651,13.677,11.181,6.775
2113,Medium variant,Lebanon,,422,2035-2040,0.977,0.075,0.077,0.110,0.147,0.179,0.253,0.418,0.710,1.156,1.675,2.129,2.749,4.281,7.088,11.146,15.505,16.183,11.969,8.245
2114,Medium variant,Lebanon,,422,2040-2045,0.834,0.062,0.067,0.108,0.145,0.166,0.200,0.307,0.561,1.004,1.631,2.333,3.179,4.569,7.202,11.485,16.436,18.940,14.777,9.502
2115,Medium variant,Lebanon,,422,2045-2050,0.769,0.051,0.054,0.094,0.141,0.162,0.185,0.241,0.411,0.793,1.417,2.270,3.503,5.309,7.762,11.818,17.242,20.611,17.865,12.176
2116,Medium variant,Lebanon,,422,2050-2055,0.732,0.045,0.044,0.075,0.121,0.157,0.181,0.222,0.321,0.582,1.119,1.970,3.426,5.903,9.107,12.909,18.066,22.190,20.115,15.737
2117,Medium variant,Lebanon,,422,2055-2060,0.680,0.042,0.040,0.062,0.098,0.135,0.176,0.218,0.297,0.455,0.821,1.553,2.991,5.817,10.182,15.345,20.084,23.823,22.382,19.148
2118,Medium variant,Lebanon,,422,2060-2065,0.595,0.040,0.037,0.054,0.080,0.109,0.152,0.212,0.290,0.419,0.640,1.134,2.364,5.111,10.077,17.360,24.244,27.149,24.799,22.809
2119,Medium variant,Lebanon,,422,2065-2070,0.506,0.036,0.034,0.050,0.070,0.089,0.122,0.182,0.282,0.411,0.591,0.886,1.735,4.067,8.914,17.374,27.825,33.549,29.196,26.983
2120,Medium variant,Lebanon,,422,2070-2075,0.437,0.031,0.031,0.047,0.066,0.078,0.100,0.147,0.244,0.400,0.580,0.819,1.359,3.020,7.181,15.554,28.368,39.401,37.273,33.236
2121,Medium variant,Lebanon,,422,2075-2080,0.392,0.026,0.026,0.041,0.061,0.074,0.087,0.119,0.196,0.343,0.561,0.799,1.254,2.356,5.354,12.568,25.694,40.858,44.899,43.934
2122,Medium variant,Lebanon,,422,2080-2085,0.362,0.023,0.022,0.035,0.054,0.068,0.081,0.104,0.159,0.275,0.483,0.774,1.227,2.191,4.225,9.445,21.115,37.809,47.968,57.177
2123,Medium variant,Lebanon,,422,2085-2090,0.331,0.020,0.019,0.029,0.045,0.060,0.076,0.098,0.140,0.224,0.387,0.664,1.193,2.147,3.959,7.505,16.089,31.684,45.624,67.583
2124,Medium variant,Lebanon,,422,2090-2095,0.296,0.019,0.017,0.026,0.038,0.051,0.067,0.090,0.129,0.195,0.314,0.532,1.031,2.112,3.921,7.091,13.025,24.656,39.354,72.202
2125,Medium variant,Lebanon,,422,2095-2100,0.257,0.017,0.016,0.023,0.033,0.042,0.056,0.079,0.119,0.180,0.273,0.429,0.823,1.829,3.867,7.052,12.421,20.305,31.373,69.935
2126,Medium variant,Oman,,512,2015-2020,1.686,0.126,0.141,0.166,0.252,0.368,0.430,0.461,0.479,0.520,0.720,1.057,1.651,2.101,2.224,2.135,1.663,1.412,0.998,0.649
2127,Medium variant,Oman,,512,2020-2025,1.400,0.128,0.152,0.170,0.225,0.309,0.414,0.529,0.615,0.684,0.907,1.233,1.765,2.423,2.501,2.593,2.343,1.571,1.119,0.854
2128,Medium variant,Oman,,512,2025-2030,1.117,0.114,0.151,0.181,0.222,0.269,0.345,0.514,0.705,0.872,1.179,1.532,2.036,2.604,2.935,2.991,2.915,2.315,1.300,1.048
2129,Medium variant,Oman,,512,2030-2035,0.928,0.095,0.133,0.183,0.235,0.264,0.303,0.433,0.688,1.004,1.505,1.991,2.533,3.041,3.214,3.606,3.492,2.998,1.991,1.269
2130,Medium variant,Oman,,512,2035-2040,0.832,0.078,0.111,0.165,0.238,0.277,0.300,0.385,0.580,0.972,1.717,2.506,3.278,3.807,3.835,4.050,4.328,3.729,2.696,1.881
2131,Medium variant,Oman,,512,2040-2045,0.775,0.067,0.091,0.138,0.215,0.279,0.317,0.387,0.525,0.823,1.666,2.811,4.111,4.962,4.877,4.927,4.993,4.782,3.462,2.754
2132,Medium variant,Oman,,512,2045-2050,0.721,0.062,0.080,0.116,0.182,0.253,0.322,0.410,0.531,0.751,1.420,2.708,4.623,6.246,6.480,6.417,6.262,5.707,4.610,3.722
2133,Medium variant,Oman,,512,2050-2055,0.651,0.059,0.074,0.103,0.155,0.217,0.295,0.422,0.570,0.762,1.284,2.287,4.457,7.035,8.254,8.668,8.321,7.346,5.657,5.161
2134,Medium variant,Oman,,512,2055-2060,0.573,0.054,0.069,0.097,0.139,0.186,0.254,0.389,0.587,0.816,1.292,2.054,3.734,6.757,9.399,11.242,11.487,10.030,7.480,6.743
2135,Medium variant,Oman,,512,2060-2065,0.507,0.048,0.064,0.092,0.131,0.168,0.220,0.337,0.543,0.844,1.373,2.049,3.319,5.684,9.137,13.058,15.200,14.232,10.525,9.090
2136,Medium variant,Oman,,512,2065-2070,0.461,0.042,0.056,0.084,0.124,0.158,0.198,0.289,0.467,0.778,1.412,2.159,3.284,5.082,7.782,12.939,17.983,19.320,15.320,13.058
2137,Medium variant,Oman,,512,2070-2075,0.431,0.038,0.049,0.075,0.114,0.150,0.187,0.260,0.402,0.668,1.288,2.190,3.432,5.050,7.061,11.201,18.118,23.433,21.406,19.424
2138,Medium variant,Oman,,512,2075-2080,0.405,0.034,0.043,0.064,0.101,0.137,0.177,0.245,0.360,0.572,1.098,1.975,3.469,5.304,7.116,10.305,15.987,24.207,26.687,28.677
2139,Medium variant,Oman,,512,2080-2085,0.373,0.032,0.039,0.058,0.089,0.121,0.162,0.232,0.340,0.514,0.928,1.662,3.116,5.375,7.581,10.548,15.019,21.874,28.409,38.709
2140,Medium variant,Oman,,512,2085-2090,0.341,0.030,0.036,0.053,0.079,0.107,0.145,0.213,0.321,0.483,0.824,1.396,2.612,4.846,7.780,11.400,15.649,20.971,26.287,46.124
2141,Medium variant,Oman,,512,2090-2095,0.310,0.027,0.032,0.048,0.072,0.095,0.127,0.189,0.295,0.456,0.766,1.228,2.173,4.074,7.100,11.888,17.212,22.315,25.737,47.855
2142,Medium variant,Oman,,512,2095-2100,0.284,0.024,0.029,0.045,0.066,0.086,0.112,0.164,0.260,0.418,0.717,1.132,1.899,3.415,6.061,11.046,18.278,25.100,28.056,48.835
2143,Medium variant,Qatar,,634,2015-2020,0.486,0.037,0.042,0.043,0.051,0.077,0.106,0.121,0.153,0.199,0.255,0.343,0.433,0.442,0.434,0.433,0.350,0.208,0.112,0.070
2144,Medium variant,Qatar,,634,2020-2025,0.451,0.037,0.046,0.052,0.053,0.071,0.106,0.140,0.179,0.214,0.316,0.517,0.701,0.657,0.594,0.550,0.487,0.346,0.159,0.077
2145,Medium variant,Qatar,,634,2025-2030,0.411,0.035,0.045,0.054,0.058,0.070,0.096,0.142,0.223,0.268,0.329,0.626,1.041,1.052,0.877,0.763,0.638,0.493,0.276,0.109
2146,Medium variant,Qatar,,634,2030-2035,0.370,0.033,0.043,0.054,0.059,0.070,0.091,0.128,0.230,0.354,0.448,0.665,1.223,1.545,1.400,1.142,0.906,0.670,0.406,0.191
2147,Medium variant,Qatar,,634,2035-2040,0.339,0.030,0.040,0.052,0.059,0.069,0.090,0.121,0.207,0.362,0.598,0.888,1.303,1.797,2.072,1.848,1.393,0.981,0.573,0.304
2148,Medium variant,Qatar,,634,2040-2045,0.321,0.027,0.036,0.048,0.057,0.070,0.090,0.120,0.194,0.322,0.612,1.183,1.744,1.929,2.442,2.776,2.309,1.556,0.866,0.450
2149,Medium variant,Qatar,,634,2045-2050,0.306,0.025,0.032,0.044,0.055,0.069,0.091,0.120,0.192,0.300,0.538,1.208,2.269,2.610,2.653,3.327,3.554,2.656,1.421,0.705
2150,Medium variant,Qatar,,634,2050-2055,0.291,0.024,0.030,0.041,0.051,0.066,0.089,0.122,0.191,0.296,0.497,1.044,2.265,3.374,3.617,3.673,4.337,4.193,2.501,1.184
2151,Medium variant,Qatar,,634,2055-2060,0.276,0.023,0.028,0.038,0.047,0.062,0.085,0.120,0.196,0.298,0.490,0.946,1.940,3.358,4.733,5.083,4.887,5.232,4.056,2.142
2152,Medium variant,Qatar,,634,2060-2065,0.259,0.022,0.027,0.037,0.045,0.058,0.081,0.116,0.192,0.304,0.488,0.921,1.749,2.887,4.768,6.739,6.905,6.048,5.204,3.678
2153,Medium variant,Qatar,,634,2065-2070,0.244,0.020,0.026,0.035,0.044,0.056,0.075,0.108,0.184,0.299,0.495,0.903,1.681,2.619,4.141,6.875,9.309,8.755,6.183,5.213
2154,Medium variant,Qatar,,634,2070-2075,0.232,0.019,0.024,0.033,0.042,0.053,0.071,0.102,0.172,0.285,0.483,0.906,1.638,2.529,3.801,6.063,9.677,12.073,9.202,6.604
2155,Medium variant,Qatar,,634,2075-2080,0.222,0.018,0.022,0.031,0.040,0.052,0.069,0.096,0.159,0.264,0.455,0.872,1.620,2.474,3.705,5.635,8.677,12.811,13.019,9.713
2156,Medium variant,Qatar,,634,2080-2085,0.211,0.017,0.020,0.029,0.038,0.049,0.066,0.093,0.151,0.244,0.418,0.811,1.541,2.456,3.662,5.568,8.211,11.740,14.182,14.562
2157,Medium variant,Qatar,,634,2085-2090,0.201,0.016,0.019,0.028,0.036,0.047,0.063,0.089,0.144,0.230,0.382,0.735,1.417,2.346,3.679,5.579,8.256,11.350,13.332,17.838
2158,Medium variant,Qatar,,634,2090-2095,0.189,0.015,0.018,0.025,0.033,0.043,0.059,0.084,0.137,0.219,0.356,0.661,1.268,2.167,3.553,5.674,8.408,11.640,13.192,18.608
2159,Medium variant,Qatar,,634,2095-2100,0.178,0.014,0.017,0.024,0.031,0.040,0.055,0.079,0.129,0.208,0.337,0.609,1.129,1.953,3.325,5.562,8.706,12.107,13.875,19.214
2160,Medium variant,Saudi Arabia,,682,2015-2020,19.224,2.188,2.850,2.719,3.124,3.189,3.708,6.167,8.536,9.413,10.117,12.413,16.020,19.870,23.883,27.093,25.170,18.794,9.746,3.242
2161,Medium variant,Saudi Arabia,,682,2020-2025,15.761,2.003,2.659,2.525,2.673,2.861,3.717,5.997,8.712,11.410,13.023,16.003,19.729,24.272,28.781,29.597,28.906,21.070,10.676,3.999
2162,Medium variant,Saudi Arabia,,682,2025-2030,12.538,1.831,2.549,2.564,2.639,2.477,3.296,5.928,8.574,11.856,16.077,20.964,25.797,30.244,35.647,36.825,32.743,25.351,12.697,4.714
2163,Medium variant,Saudi Arabia,,682,2030-2035,10.194,1.534,2.305,2.536,2.721,2.468,2.834,5.237,8.446,11.702,16.768,26.040,33.840,39.769,45.029,46.416,42.166,29.825,16.049,5.913
2164,Medium variant,Saudi Arabia,,682,2035-2040,8.737,1.262,1.930,2.387,2.757,2.573,2.811,4.472,7.460,11.647,16.649,27.260,41.912,52.486,59.954,60.228,54.779,40.420,19.744,7.873
2165,Medium variant,Saudi Arabia,,682,2040-2045,8.057,1.082,1.613,2.059,2.606,2.604,2.923,4.376,6.408,10.374,16.675,27.018,43.778,65.440,79.750,81.161,72.763,53.669,28.101,10.255
2166,Medium variant,Saudi Arabia,,682,2045-2050,7.552,0.970,1.385,1.755,2.287,2.504,2.991,4.551,6.319,8.924,14.836,26.945,43.333,68.714,100.267,110.114,100.781,74.551,38.754,15.207
2167,Medium variant,Saudi Arabia,,682,2050-2055,6.914,0.894,1.241,1.530,1.972,2.227,2.902,4.636,6.564,8.788,12.751,23.855,42.898,67.994,105.771,140.041,139.961,106.207,56.429,22.273
2168,Medium variant,Saudi Arabia,,682,2055-2060,6.165,0.822,1.145,1.399,1.750,1.941,2.599,4.490,6.683,9.159,12.577,20.276,37.738,67.581,105.567,149.812,182.250,152.720,83.460,34.020
2169,Medium variant,Saudi Arabia,,682,2060-2065,5.471,0.733,1.028,1.300,1.622,1.760,2.292,4.008,6.466,9.378,13.125,19.817,32.049,59.761,105.776,152.090,199.456,203.910,124.952,53.047
2170,Medium variant,Saudi Arabia,,682,2065-2070,4.936,0.639,0.909,1.195,1.530,1.641,2.071,3.509,5.761,9.078,13.398,20.524,31.236,50.795,94.065,154.318,206.679,228.170,171.929,83.349
2171,Medium variant,Saudi Arabia,,682,2070-2075,4.576,0.558,0.790,1.079,1.420,1.557,1.937,3.155,5.047,8.116,12.984,20.861,32.269,49.650,80.654,139.109,214.152,243.693,198.319,122.505
2172,Medium variant,Saudi Arabia,,682,2075-2080,4.302,0.501,0.684,0.942,1.280,1.464,1.854,2.932,4.538,7.118,11.577,20.074,32.639,51.453,79.389,120.928,196.574,258.350,219.187,153.654
2173,Medium variant,Saudi Arabia,,682,2080-2085,4.054,0.463,0.615,0.836,1.138,1.338,1.751,2.788,4.229,6.411,10.160,17.824,31.304,52.229,82.772,120.563,173.789,241.831,239.068,180.485
2174,Medium variant,Saudi Arabia,,682,2085-2090,3.788,0.429,0.565,0.757,1.022,1.208,1.614,2.626,4.031,6.008,9.178,15.556,27.746,50.464,84.870,127.634,176.822,220.162,230.673,209.200
2175,Medium variant,Saudi Arabia,,682,2090-2095,3.506,0.392,0.506,0.694,0.934,1.093,1.450,2.383,3.768,5.697,8.542,13.883,24.046,44.733,82.196,131.944,189.637,229.032,216.292,219.284
2176,Medium variant,Saudi Arabia,,682,2095-2100,3.235,0.352,0.456,0.643,0.869,0.998,1.302,2.128,3.413,5.321,8.096,12.827,21.372,38.887,73.334,129.230,199.210,250.936,232.219,218.943
2177,Medium variant,State of Palestine,12,275,2015-2020,7.160,0.391,0.357,0.519,0.705,0.753,0.748,0.824,1.009,1.295,1.634,1.891,2.250,2.961,3.793,4.401,3.996,2.482,1.026,0.256
2178,Medium variant,State of Palestine,12,275,2020-2025,6.839,0.390,0.361,0.503,0.677,0.789,0.841,0.899,1.088,1.404,1.789,2.243,2.696,3.350,4.289,5.018,4.880,3.279,1.350,0.349
2179,Medium variant,State of Palestine,12,275,2025-2030,6.433,0.382,0.362,0.509,0.659,0.759,0.886,1.014,1.193,1.526,1.956,2.473,3.233,4.076,4.948,5.822,5.756,4.170,1.886,0.494
2180,Medium variant,State of Palestine,12,275,2030-2035,6.169,0.372,0.358,0.521,0.681,0.755,0.869,1.089,1.369,1.697,2.148,2.723,3.594,4.951,6.117,6.849,6.869,5.107,2.502,0.737
2181,Medium variant,State of Palestine,12,275,2035-2040,5.941,0.362,0.352,0.522,0.702,0.785,0.866,1.070,1.476,1.954,2.399,3.003,3.984,5.574,7.545,8.654,8.319,6.352,3.224,1.053
2182,Medium variant,State of Palestine,12,275,2040-2045,5.737,0.351,0.341,0.512,0.702,0.807,0.899,1.067,1.455,2.112,2.770,3.364,4.418,6.245,8.615,10.875,10.827,7.986,4.210,1.460
2183,Medium variant,State of Palestine,12,275,2045-2050,5.505,0.339,0.326,0.492,0.688,0.810,0.925,1.108,1.449,2.083,3.001,3.894,4.972,6.999,9.785,12.641,13.916,10.818,5.534,2.037
2184,Medium variant,State of Palestine,12,275,2050-2055,5.233,0.328,0.316,0.474,0.662,0.790,0.927,1.139,1.503,2.076,2.960,4.218,5.775,7.939,11.096,14.593,16.530,14.289,7.853,2.853
2185,Medium variant,State of Palestine,12,275,2055-2060,4.922,0.313,0.304,0.459,0.639,0.761,0.902,1.139,1.547,2.156,2.956,4.169,6.290,9.305,12.742,16.810,19.520,17.480,10.740,4.276
2186,Medium variant,State of Palestine,12,275,2060-2065,4.610,0.297,0.290,0.440,0.616,0.732,0.869,1.111,1.548,2.218,3.072,4.164,6.235,10.221,15.090,19.579,22.922,21.254,13.619,6.230
2187,Medium variant,State of Palestine,12,275,2065-2070,4.307,0.281,0.275,0.418,0.590,0.707,0.839,1.071,1.512,2.225,3.171,4.341,6.255,10.238,16.779,23.562,27.295,25.682,17.212,8.471
2188,Medium variant,State of Palestine,12,275,2070-2075,4.008,0.259,0.252,0.390,0.559,0.674,0.804,1.030,1.456,2.169,3.175,4.472,6.524,10.319,16.940,26.495,33.414,31.403,21.478,11.345
2189,Medium variant,State of Palestine,12,275,2075-2080,3.716,0.242,0.238,0.363,0.522,0.639,0.769,0.989,1.397,2.087,3.098,4.482,6.742,10.842,17.246,27.093,38.182,39.442,27.197,15.019
2190,Medium variant,State of Palestine,12,275,2080-2085,3.431,0.224,0.218,0.335,0.486,0.600,0.728,0.946,1.344,2.006,2.984,4.369,6.766,11.279,18.281,27.908,39.668,46.000,35.270,20.048
2191,Medium variant,State of Palestine,12,275,2085-2090,3.160,0.208,0.202,0.312,0.450,0.557,0.684,0.897,1.288,1.933,2.874,4.214,6.630,11.418,19.218,29.976,41.627,48.939,42.341,27.360
2192,Medium variant,State of Palestine,12,275,2090-2095,2.903,0.192,0.186,0.287,0.416,0.515,0.636,0.842,1.221,1.852,2.769,4.054,6.416,11.241,19.614,31.852,45.398,52.588,46.350,35.194
2193,Medium variant,State of Palestine,12,275,2095-2100,2.660,0.176,0.172,0.264,0.383,0.477,0.588,0.782,1.146,1.757,2.654,3.906,6.197,10.945,19.470,32.883,48.982,58.640,51.370,41.547
2194,Medium variant,Syrian Arab Republic,,760,2015-2020,14.336,1.233,1.433,1.684,1.870,1.786,2.151,2.745,3.488,4.918,6.760,8.460,10.841,13.242,16.390,21.557,23.934,18.120,7.793,2.299
2195,Medium variant,Syrian Arab Republic,,760,2020-2025,13.642,0.885,1.087,1.362,1.679,1.657,1.695,2.306,3.381,4.619,6.185,8.589,11.921,16.507,20.117,23.370,26.120,21.328,10.937,3.109
2196,Medium variant,Syrian Arab Republic,,760,2025-2030,13.778,0.826,0.958,1.237,1.650,1.898,2.008,2.449,3.796,5.672,7.447,9.649,13.685,19.695,26.429,30.232,30.400,25.406,13.743,4.696
2197,Medium variant,Syrian Arab Republic,,760,2030-2035,12.960,0.765,0.858,1.086,1.519,1.873,2.167,2.563,3.630,5.869,8.531,11.024,14.858,22.136,31.060,39.230,39.659,30.270,17.234,6.331
2198,Medium variant,Syrian Arab Republic,,760,2035-2040,11.929,0.698,0.758,0.949,1.336,1.745,2.157,2.755,3.694,5.451,8.611,12.369,16.737,23.913,34.865,46.469,52.217,41.143,21.345,8.512
2199,Medium variant,Syrian Arab Republic,,760,2040-2045,10.664,0.637,0.676,0.866,1.166,1.514,2.023,2.770,3.982,5.565,8.041,12.532,18.901,27.171,38.066,53.001,63.344,55.661,30.777,11.259
2200,Medium variant,Syrian Arab Republic,,760,2045-2050,9.469,0.589,0.632,0.791,1.074,1.359,1.783,2.607,4.047,6.091,8.286,11.755,19.290,30.973,43.723,58.747,73.885,69.901,43.058,17.010
2201,Medium variant,Syrian Arab Republic,,760,2050-2055,8.437,0.519,0.562,0.732,0.998,1.257,1.604,2.339,3.858,6.205,9.091,12.169,18.175,31.890,50.308,68.413,83.739,83.943,56.378,25.326
2202,Medium variant,Syrian Arab Republic,,760,2055-2060,7.641,0.457,0.495,0.668,0.934,1.180,1.498,2.108,3.475,5.930,9.275,13.374,18.858,30.263,52.208,79.736,99.597,98.199,70.184,35.484
2203,Medium variant,Syrian Arab Republic,,760,2060-2065,6.986,0.411,0.443,0.602,0.865,1.119,1.421,1.987,3.155,5.371,8.894,13.666,20.797,31.543,49.946,83.768,118.226,120.482,85.401,47.275
2204,Medium variant,Syrian Arab Republic,,760,2065-2070,6.446,0.385,0.404,0.537,0.779,1.035,1.353,1.893,2.970,4.874,8.064,13.094,21.278,34.991,52.542,81.055,126.272,146.794,108.974,61.287
2205,Medium variant,Syrian Arab Republic,,760,2070-2075,5.908,0.355,0.369,0.494,0.714,0.951,1.263,1.802,2.830,4.587,7.306,11.833,20.410,35.948,58.710,86.173,124.262,160.443,137.332,82.303
2206,Medium variant,Syrian Arab Republic,,760,2075-2080,5.399,0.333,0.339,0.468,0.678,0.878,1.158,1.686,2.692,4.356,6.862,10.692,18.434,34.537,60.798,97.332,134.417,162.041,154.764,110.093
